wave,onset,peak,offset,confidence,source,lead,duration_ms,onset_s,offset_s,onset_abs,peak_abs,offset_abs,qrs_ge_120
QRS,3468,3492,3538,0.9510811567306519,predicted,V2,140.0,6.936,7.076,3468,3492,3538,True
T,3564,3600,3646,0.9645277857780457,predicted,V2,164.0,7.128,7.292,3564,3600,3646,
P,3710,3712,3724,0.6111557483673096,predicted,V2,28.0,7.42,7.448,3710,3712,3724,
QRS,3768,3794,3840,0.9587060213088989,predicted,V2,144.0,7.536,7.68,3768,3794,3840,True
T,3864,3902,3950,0.971357524394989,predicted,V2,172.0,7.728,7.9,3864,3902,3950,
P,4008,4008,4022,0.8271239995956421,predicted,V2,28.0,8.016,8.044,4008,4008,4022,
QRS,4066,4090,4136,0.9686429500579834,predicted,V2,140.0,8.132,8.272,4066,4090,4136,True
T,4162,4198,4246,0.9782775044441223,predicted,V2,168.0,8.324,8.492,4162,4198,4246,
P,4304,4310,4330,0.8180567622184753,predicted,V2,52.0,8.608,8.66,4304,4310,4330,
QRS,4368,4394,4442,0.9484742879867554,predicted,V2,148.0,8.736,8.884,4368,4394,4442,True
T,4466,4498,4552,0.9524366855621338,predicted,V2,172.0,8.932,9.104,4466,4498,4552,
P,4600,4604,4624,0.8775739073753357,predicted,V2,48.0,9.2,9.248,4600,4604,4624,
QRS,4666,4690,4738,0.9456671476364136,predicted,V2,144.0,9.332,9.476,4666,4690,4738,True
T,4760,4798,4848,0.9559890627861023,predicted,V2,176.0,9.52,9.696,4760,4798,4848,
QRS,4966,4990,5036,0.9511521458625793,predicted,V2,140.0,9.932,10.072,4966,4990,5036,True
T,5058,5100,5144,0.960829496383667,predicted,V2,172.0,10.116,10.288,5058,5100,5144,
P,5212,5214,5226,0.7607094049453735,predicted,V2,28.0,10.424,10.452,5212,5214,5226,
QRS,5272,5294,5338,0.9509958624839783,predicted,V2,132.0,10.544,10.676,5272,5294,5338,True
T,5364,5404,5448,0.9803852438926697,predicted,V2,168.0,10.728,10.896,5364,5404,5448,
P,5502,5504,5522,0.8857054114341736,predicted,V2,40.0,11.004,11.044,5502,5504,5522,
QRS,5566,5590,5638,0.9746657609939575,predicted,V2,144.0,11.132,11.276,5566,5590,5638,True
T,5660,5700,5748,0.9683020710945129,predicted,V2,176.0,11.32,11.496,5660,5700,5748,
QRS,5868,5892,5938,0.9724329710006714,predicted,V2,140.0,11.736,11.876,5868,5892,5938,True
T,5962,6000,6052,0.9490565657615662,predicted,V2,180.0,11.924,12.104,5962,6000,6052,
P,6108,6108,6118,0.7092097401618958,predicted,V2,20.0,12.216,12.236,6108,6108,6118,
QRS,6166,6188,6234,0.9586334228515625,predicted,V2,136.0,12.332,12.468,6166,6188,6234,True
T,6258,6294,6350,0.9695030450820923,predicted,V2,184.0,12.516,12.7,6258,6294,6350,
P,6404,6404,6428,0.8185933828353882,predicted,V2,48.0,12.808,12.856,6404,6404,6428,
QRS,6462,6488,6534,0.9638025164604187,predicted,V2,144.0,12.924,13.068,6462,6488,6534,True
T,6556,6594,6644,0.9691509008407593,predicted,V2,176.0,13.112,13.288,6556,6594,6644,
QRS,6766,6790,6834,0.9693267941474915,predicted,V2,136.0,13.532,13.668,6766,6790,6834,True
T,6872,6898,6944,0.9397019147872925,predicted,V2,144.0,13.744,13.888,6872,6898,6944,
P,7012,7024,7024,0.7278243899345398,predicted,V2,24.0,14.024,14.048,7012,7024,7024,
QRS,7070,7092,7140,0.9289387464523315,predicted,V2,140.0,14.14,14.28,7070,7092,7140,True
T,7170,7200,7286,0.7896811962127686,predicted,V2,232.0,14.34,14.572,7170,7200,7286,
P,7288,7322,7362,0.8474631905555725,predicted,V2,148.0,14.576,14.724,7288,7322,7362,
QRS,7366,7390,7444,0.9166948199272156,predicted,V2,156.0,14.732,14.888,7366,7390,7444,True
T,6,86,90,0.7679827213287354,predicted,V3,168.0,0.012,0.18,6,86,90,
P,114,146,178,0.8695427179336548,predicted,V3,128.0,0.228,0.356,114,146,178,
QRS,202,226,252,0.9488369226455688,predicted,V3,100.0,0.404,0.504,202,226,252,False
T,316,338,384,0.9295549392700195,predicted,V3,136.0,0.632,0.768,316,338,384,
P,428,446,472,0.9170566201210022,predicted,V3,88.0,0.856,0.944,428,446,472,
QRS,498,522,554,0.9503474235534668,predicted,V3,112.0,0.996,1.108,498,522,554,False
T,632,664,708,0.9561924338340759,predicted,V3,152.0,1.264,1.416,632,664,708,
P,734,736,770,0.8528940081596375,predicted,V3,72.0,1.468,1.54,734,736,770,
QRS,798,820,850,0.9370922446250916,predicted,V3,104.0,1.596,1.7,798,820,850,False
T,918,926,968,0.9076611399650574,predicted,V3,100.0,1.836,1.936,918,926,968,
P,1020,1040,1064,0.9527087211608887,predicted,V3,88.0,2.04,2.128,1020,1040,1064,
QRS,1094,1118,1160,0.9135065674781799,predicted,V3,132.0,2.188,2.32,1094,1118,1160,True
T,1224,1294,1294,0.8599380254745483,predicted,V3,140.0,2.448,2.588,1224,1294,1294,
P,1320,1334,1366,0.8935410380363464,predicted,V3,92.0,2.64,2.732,1320,1334,1366,
QRS,1392,1414,1456,0.8945114016532898,predicted,V3,128.0,2.784,2.912,1392,1414,1456,True
T,1500,1520,1568,0.9430597424507141,predicted,V3,136.0,3.0,3.136,1500,1520,1568,
P,1624,1660,1660,0.8947091102600098,predicted,V3,72.0,3.248,3.32,1624,1660,1660,
QRS,1688,1710,1734,0.9431756138801575,predicted,V3,92.0,3.376,3.468,1688,1710,1734,False
T,1818,1882,1896,0.9392684102058411,predicted,V3,156.0,3.636,3.792,1818,1882,1896,
P,1916,1928,1956,0.8518387675285339,predicted,V3,80.0,3.832,3.912,1916,1928,1956,
QRS,1984,2006,2040,0.9305596947669983,predicted,V3,112.0,3.968,4.08,1984,2006,2040,False
T,2114,2156,2182,0.9534867405891418,predicted,V3,136.0,4.228,4.364,2114,2156,2182,
P,2210,2230,2254,0.9349259734153748,predicted,V3,88.0,4.42,4.508,2210,2230,2254,
QRS,2282,2306,2336,0.9448195099830627,predicted,V3,108.0,4.564,4.672,2282,2306,2336,False
T,2412,2414,2468,0.8788419365882874,predicted,V3,112.0,4.824,4.936,2412,2414,2468,
P,2502,2528,2550,0.9118332862854004,predicted,V3,96.0,5.004,5.1,2502,2528,2550,
QRS,2580,2600,2630,0.9111101627349854,predicted,V3,100.0,5.16,5.26,2580,2600,2630,False
T,2686,2750,2756,0.846443772315979,predicted,V3,140.0,5.372,5.512,2686,2750,2756,
P,2802,2816,2850,0.8153868317604065,predicted,V3,96.0,5.604,5.7,2802,2816,2850,
QRS,2872,2898,2928,0.9311737418174744,predicted,V3,112.0,5.744,5.856,2872,2898,2928,False
T,2986,3004,3052,0.8527389764785767,predicted,V3,132.0,5.972,6.104,2986,3004,3052,
P,3090,3140,3140,0.9424359798431396,predicted,V3,100.0,6.18,6.28,3090,3140,3140,
QRS,3170,3192,3220,0.957482099533081,predicted,V3,100.0,6.34,6.44,3170,3192,3220,False
T,3294,3344,3370,0.9219621419906616,predicted,V3,152.0,6.588,6.74,3294,3344,3370,
P,3400,3414,3438,0.8886758089065552,predicted,V3,76.0,6.8,6.876,3400,3414,3438,
QRS,3466,3490,3522,0.9341293573379517,predicted,V3,112.0,6.932,7.044,3466,3490,3522,False
T,3600,3640,3658,0.8577213883399963,predicted,V3,116.0,7.2,7.316,3600,3640,3658,
P,3702,3718,3738,0.8979640603065491,predicted,V3,72.0,7.404,7.476,3702,3718,3738,
QRS,3768,3790,3820,0.9493682980537415,predicted,V3,104.0,7.536,7.64,3768,3790,3820,False
T,3884,3898,3944,0.8626388907432556,predicted,V3,120.0,7.768,7.888,3884,3898,3944,
P,3988,4010,4032,0.9573004245758057,predicted,V3,88.0,7.976,8.064,3988,4010,4032,
QRS,4064,4086,4120,0.9099215269088745,predicted,V3,112.0,8.128,8.24,4064,4086,4120,False
T,4198,4238,4246,0.8697323799133301,predicted,V3,96.0,8.396,8.492,4198,4238,4246,
P,4294,4312,4340,0.9256303310394287,predicted,V3,92.0,8.588,8.68,4294,4312,4340,
QRS,4368,4390,4430,0.8856780529022217,predicted,V3,124.0,8.736,8.86,4368,4390,4430,True
T,4482,4496,4546,0.7691953778266907,predicted,V3,128.0,8.964,9.092,4482,4496,4546,
P,4592,4636,4636,0.8854709267616272,predicted,V3,88.0,9.184,9.272,4592,4636,4636,
QRS,4664,4688,4716,0.9497257471084595,predicted,V3,104.0,9.328,9.432,4664,4688,4716,False
T,4792,4858,4858,0.9168077111244202,predicted,V3,132.0,9.584,9.716,4792,4858,4858,
P,4900,4914,4936,0.7858397960662842,predicted,V3,72.0,9.8,9.872,4900,4914,4936,
QRS,4968,4988,5016,0.9565737247467041,predicted,V3,96.0,9.936,10.032,4968,4988,5016,False
T,5104,5138,5162,0.9139214754104614,predicted,V3,116.0,10.208,10.324,5104,5138,5162,
P,5198,5216,5236,0.9092192649841309,predicted,V3,76.0,10.396,10.472,5198,5216,5236,
QRS,5268,5290,5322,0.9460545182228088,predicted,V3,108.0,10.536,10.644,5268,5290,5322,False
T,5372,5392,5456,0.8676595687866211,predicted,V3,168.0,10.744,10.912,5372,5392,5456,
P,5490,5508,5538,0.9381416440010071,predicted,V3,96.0,10.98,11.076,5490,5508,5538,
QRS,5566,5588,5620,0.9316983819007874,predicted,V3,108.0,11.132,11.24,5566,5588,5620,False
T,5698,5738,5758,0.9192144870758057,predicted,V3,120.0,11.396,11.516,5698,5738,5758,
P,5800,5812,5838,0.9092812538146973,predicted,V3,76.0,11.6,11.676,5800,5812,5838,
QRS,5868,5888,5916,0.9603202939033508,predicted,V3,96.0,11.736,11.832,5868,5888,5916,False
T,5982,5988,6046,0.9065015912055969,predicted,V3,128.0,11.964,12.092,5982,5988,6046,
P,6092,6108,6132,0.9260563850402832,predicted,V3,80.0,12.184,12.264,6092,6108,6132,
QRS,6162,6186,6214,0.9399445056915283,predicted,V3,104.0,12.324,12.428,6162,6186,6214,False
T,6280,6292,6306,0.6799508929252625,predicted,V3,52.0,12.56,12.612,6280,6292,6306,
T,6310,6334,6334,0.8077933192253113,predicted,V3,48.0,12.62,12.668,6310,6334,6334,
P,6400,6410,6432,0.8419009447097778,predicted,V3,64.0,12.8,12.864,6400,6410,6432,
QRS,6462,6484,6514,0.9611483216285706,predicted,V3,104.0,12.924,13.028,6462,6484,6514,False
T,6588,6638,6662,0.9511392712593079,predicted,V3,148.0,13.176,13.324,6588,6638,6662,
P,6696,6704,6734,0.9359928965568542,predicted,V3,76.0,13.392,13.468,6696,6704,6734,
QRS,6766,6786,6816,0.9615089893341064,predicted,V3,100.0,13.532,13.632,6766,6786,6816,False
T,6892,6942,6970,0.9611570239067078,predicted,V3,156.0,13.784,13.94,6892,6942,6970,
P,6994,7014,7036,0.9362209439277649,predicted,V3,84.0,13.988,14.072,6994,7014,7036,
QRS,7066,7088,7148,0.9502135515213013,predicted,V3,164.0,14.132,14.296,7066,7088,7148,True
T,7174,7174,7270,0.8732614517211914,predicted,V3,192.0,14.348,14.54,7174,7174,7270,
P,7282,7312,7340,0.896614134311676,predicted,V3,116.0,14.564,14.68,7282,7312,7340,
QRS,7366,7388,7440,0.782098650932312,predicted,V3,148.0,14.732,14.88,7366,7388,7440,True
T,4,40,86,0.8008953928947449,predicted,V4,164.0,0.008,0.172,4,40,86,
P,128,180,180,0.9205666780471802,predicted,V4,104.0,0.256,0.36,128,180,180,
QRS,204,238,256,0.9307295680046082,predicted,V4,104.0,0.408,0.512,204,238,256,False
T,296,336,384,0.9641346335411072,predicted,V4,176.0,0.592,0.768,296,336,384,
P,422,450,474,0.9397902488708496,predicted,V4,104.0,0.844,0.948,422,450,474,
QRS,498,534,554,0.9516022205352783,predicted,V4,112.0,0.996,1.108,498,534,554,False
T,592,632,680,0.9637477397918701,predicted,V4,176.0,1.184,1.36,592,632,680,
P,724,772,772,0.9521048069000244,predicted,V4,96.0,1.448,1.544,724,772,772,
QRS,800,832,854,0.9585267305374146,predicted,V4,108.0,1.6,1.708,800,832,854,False
T,888,932,978,0.9718875885009766,predicted,V4,180.0,1.776,1.956,888,932,978,
P,1028,1068,1068,0.8904271721839905,predicted,V4,80.0,2.056,2.136,1028,1068,1068,
QRS,1096,1128,1150,0.9608970880508423,predicted,V4,108.0,2.192,2.3,1096,1128,1150,False
T,1182,1220,1280,0.947806179523468,predicted,V4,196.0,2.364,2.56,1182,1220,1280,
P,1322,1364,1364,0.8933606743812561,predicted,V4,84.0,2.644,2.728,1322,1364,1364,
QRS,1390,1424,1442,0.9453809261322021,predicted,V4,104.0,2.78,2.884,1390,1424,1442,False
T,1478,1526,1568,0.9665069580078125,predicted,V4,180.0,2.956,3.136,1478,1526,1568,
P,1608,1644,1658,0.9436413049697876,predicted,V4,100.0,3.216,3.316,1608,1644,1658,
QRS,1690,1722,1742,0.9598821997642517,predicted,V4,104.0,3.38,3.484,1690,1722,1742,False
T,1776,1816,1868,0.9749001860618591,predicted,V4,184.0,3.552,3.736,1776,1816,1868,
P,1910,1954,1954,0.9171301126480103,predicted,V4,88.0,3.82,3.908,1910,1954,1954,
QRS,1984,2018,2038,0.9529958367347717,predicted,V4,108.0,3.968,4.076,1984,2018,2038,False
T,2072,2118,2166,0.9705694317817688,predicted,V4,188.0,4.144,4.332,2072,2118,2166,
P,2208,2256,2256,0.9376792311668396,predicted,V4,96.0,4.416,4.512,2208,2256,2256,
QRS,2286,2320,2336,0.962768018245697,predicted,V4,100.0,4.572,4.672,2286,2320,2336,False
T,2374,2418,2466,0.9626150131225586,predicted,V4,184.0,4.748,4.932,2374,2418,2466,
P,2504,2530,2552,0.9163875579833984,predicted,V4,96.0,5.008,5.104,2504,2530,2552,
QRS,2580,2612,2630,0.9405477046966553,predicted,V4,100.0,5.16,5.26,2580,2612,2630,False
T,2666,2710,2760,0.9575791954994202,predicted,V4,188.0,5.332,5.52,2666,2710,2760,
P,2804,2848,2848,0.9187273979187012,predicted,V4,88.0,5.608,5.696,2804,2848,2848,
QRS,2876,2910,2928,0.959685206413269,predicted,V4,104.0,5.752,5.856,2876,2910,2928,False
T,2966,3010,3054,0.9591004252433777,predicted,V4,176.0,5.932,6.108,2966,3010,3054,
P,3090,3122,3144,0.9405683279037476,predicted,V4,108.0,6.18,6.288,3090,3122,3144,
QRS,3170,3204,3222,0.9538374543190002,predicted,V4,104.0,6.34,6.444,3170,3204,3222,False
T,3262,3302,3350,0.9745824337005615,predicted,V4,176.0,6.524,6.7,3262,3302,3350,
P,3390,3440,3440,0.939119279384613,predicted,V4,100.0,6.78,6.88,3390,3440,3440,
QRS,3468,3502,3520,0.9541183114051819,predicted,V4,104.0,6.936,7.04,3468,3502,3520,False
T,3558,3604,3652,0.9670689702033997,predicted,V4,188.0,7.116,7.304,3558,3604,3652,
P,3694,3720,3740,0.9461929798126221,predicted,V4,92.0,7.388,7.48,3694,3720,3740,
QRS,3770,3802,3820,0.9636480808258057,predicted,V4,100.0,7.54,7.64,3770,3802,3820,False
T,3858,3902,3948,0.9677578210830688,predicted,V4,180.0,7.716,7.896,3858,3902,3948,
P,3988,4012,4036,0.9238567352294922,predicted,V4,96.0,7.976,8.072,3988,4012,4036,
QRS,4066,4098,4116,0.9619511961936951,predicted,V4,100.0,8.132,8.232,4066,4098,4116,False
T,4158,4198,4250,0.9716572761535645,predicted,V4,184.0,8.316,8.5,4158,4198,4250,
P,4298,4338,4338,0.9345880150794983,predicted,V4,80.0,8.596,8.676,4298,4338,4338,
QRS,4368,4402,4422,0.9253009557723999,predicted,V4,108.0,8.736,8.844,4368,4402,4422,False
T,4456,4504,4548,0.9623959064483643,predicted,V4,184.0,8.912,9.096,4456,4504,4548,
P,4584,4616,4638,0.9333391189575195,predicted,V4,108.0,9.168,9.276,4584,4616,4638,
QRS,4668,4700,4722,0.9443875551223755,predicted,V4,108.0,9.336,9.444,4668,4700,4722,False
T,4754,4796,4844,0.9579955339431763,predicted,V4,180.0,9.508,9.688,4754,4796,4844,
P,4896,4936,4936,0.8807851076126099,predicted,V4,80.0,9.792,9.872,4896,4936,4936,
QRS,4966,5000,5018,0.9559159278869629,predicted,V4,104.0,9.932,10.036,4966,5000,5018,False
T,5056,5098,5146,0.9670050144195557,predicted,V4,180.0,10.112,10.292,5056,5098,5146,
P,5194,5220,5240,0.960404098033905,predicted,V4,92.0,10.388,10.48,5194,5220,5240,
QRS,5270,5302,5320,0.9461503624916077,predicted,V4,100.0,10.54,10.64,5270,5302,5320,False
T,5360,5404,5450,0.9693387150764465,predicted,V4,180.0,10.72,10.9,5360,5404,5450,
P,5490,5512,5538,0.9347074031829834,predicted,V4,96.0,10.98,11.076,5490,5512,5538,
QRS,5568,5600,5618,0.9604616165161133,predicted,V4,100.0,11.136,11.236,5568,5600,5618,False
T,5658,5700,5748,0.9708677530288696,predicted,V4,180.0,11.316,11.496,5658,5700,5748,
P,5798,5838,5838,0.9304696321487427,predicted,V4,80.0,11.596,11.676,5798,5838,5838,
QRS,5868,5900,5920,0.9577320218086243,predicted,V4,104.0,11.736,11.84,5868,5900,5920,False
T,5956,6002,6050,0.9655578136444092,predicted,V4,188.0,11.912,12.1,5956,6002,6050,
P,6086,6136,6136,0.9306036829948425,predicted,V4,100.0,12.172,12.272,6086,6136,6136,
QRS,6164,6198,6216,0.9553717970848083,predicted,V4,104.0,12.328,12.432,6164,6198,6216,False
T,6254,6298,6346,0.955156147480011,predicted,V4,184.0,12.508,12.692,6254,6298,6346,
P,6388,6412,6434,0.942825973033905,predicted,V4,92.0,12.776,12.868,6388,6412,6434,
QRS,6462,6496,6514,0.9578591585159302,predicted,V4,104.0,12.924,13.028,6462,6496,6514,False
T,6556,6596,6644,0.9661233425140381,predicted,V4,176.0,13.112,13.288,6556,6596,6644,
P,6688,6736,6736,0.946226954460144,predicted,V4,96.0,13.376,13.472,6688,6736,6736,
QRS,6766,6798,6818,0.9600546956062317,predicted,V4,104.0,13.532,13.636,6766,6798,6818,False
T,6860,6902,6948,0.9652998447418213,predicted,V4,176.0,13.72,13.896,6860,6902,6948,
P,6994,7020,7038,0.9471325278282166,predicted,V4,88.0,13.988,14.076,6994,7020,7038,
QRS,7068,7100,7124,0.93965744972229,predicted,V4,112.0,14.136,14.248,7068,7100,7124,False
T,7162,7202,7260,0.9341346025466919,predicted,V4,196.0,14.324,14.52,7162,7202,7260,
P,7280,7312,7346,0.876824140548706,predicted,V4,132.0,14.56,14.692,7280,7312,7346,
QRS,7366,7400,7428,0.7637876272201538,predicted,V4,124.0,14.732,14.856,7366,7400,7428,True
T,7452,7452,7482,0.4433102607727051,predicted,V4,60.0,14.904,14.964,7452,7452,7482,
T,18,44,44,0.6483656167984009,predicted,V5,52.0,0.036,0.088,18,44,44,
P,132,150,186,0.9158959984779358,predicted,V5,108.0,0.264,0.372,132,150,186,
QRS,204,238,256,0.9257119297981262,predicted,V5,104.0,0.408,0.512,204,238,256,False
T,292,332,384,0.9513764977455139,predicted,V5,184.0,0.584,0.768,292,332,384,
P,424,474,474,0.9335199594497681,predicted,V5,100.0,0.848,0.948,424,474,474,
QRS,500,534,556,0.9416512250900269,predicted,V5,112.0,1.0,1.112,500,534,556,False
T,592,632,678,0.9752120971679688,predicted,V5,172.0,1.184,1.356,592,632,678,
P,726,772,772,0.9469202160835266,predicted,V5,92.0,1.452,1.544,726,772,772,
QRS,800,832,854,0.9574694037437439,predicted,V5,108.0,1.6,1.708,800,832,854,False
T,888,930,978,0.9667070508003235,predicted,V5,180.0,1.776,1.956,888,930,978,
P,1022,1068,1068,0.93434739112854,predicted,V5,92.0,2.044,2.136,1022,1068,1068,
QRS,1096,1128,1148,0.9451866745948792,predicted,V5,104.0,2.192,2.296,1096,1128,1148,False
T,1184,1228,1276,0.9641344547271729,predicted,V5,184.0,2.368,2.552,1184,1228,1276,
P,1316,1340,1364,0.9379863739013672,predicted,V5,96.0,2.632,2.728,1316,1340,1364,
QRS,1392,1424,1442,0.947181761264801,predicted,V5,100.0,2.784,2.884,1392,1424,1442,False
T,1478,1520,1570,0.9691950082778931,predicted,V5,184.0,2.956,3.14,1478,1520,1570,
P,1614,1658,1658,0.948555052280426,predicted,V5,88.0,3.228,3.316,1614,1658,1658,
QRS,1690,1720,1746,0.9448912143707275,predicted,V5,112.0,3.38,3.492,1690,1720,1746,False
QRS,1752,1752,1760,0.5417500734329224,predicted,V5,16.0,3.504,3.52,1752,1752,1760,False
T,1780,1818,1868,0.9713213443756104,predicted,V5,176.0,3.56,3.736,1780,1818,1868,
P,1908,1932,1956,0.9514049291610718,predicted,V5,96.0,3.816,3.912,1908,1932,1956,
QRS,1984,2016,2038,0.9535330533981323,predicted,V5,108.0,3.968,4.076,1984,2016,2038,False
T,2074,2114,2168,0.9733468890190125,predicted,V5,188.0,4.148,4.336,2074,2114,2168,
P,2210,2256,2256,0.9395237565040588,predicted,V5,92.0,4.42,4.512,2210,2256,2256,
QRS,2286,2318,2336,0.9529842138290405,predicted,V5,100.0,4.572,4.672,2286,2318,2336,False
T,2374,2416,2464,0.9634785056114197,predicted,V5,180.0,4.748,4.928,2374,2416,2464,
P,2500,2532,2552,0.9445152878761292,predicted,V5,104.0,5.0,5.104,2500,2532,2552,
QRS,2582,2612,2630,0.9432280659675598,predicted,V5,96.0,5.164,5.26,2582,2612,2630,False
T,2668,2708,2760,0.9638310670852661,predicted,V5,184.0,5.336,5.52,2668,2708,2760,
P,2806,2848,2848,0.9065563678741455,predicted,V5,84.0,5.612,5.696,2806,2848,2848,
QRS,2876,2908,2930,0.9426336884498596,predicted,V5,108.0,5.752,5.86,2876,2908,2930,False
T,2966,3008,3054,0.9630462527275085,predicted,V5,176.0,5.932,6.108,2966,3008,3054,
P,3088,3122,3142,0.951962411403656,predicted,V5,108.0,6.176,6.284,3088,3122,3142,
QRS,3172,3202,3224,0.947665274143219,predicted,V5,104.0,6.344,6.448,3172,3202,3224,False
T,3260,3302,3352,0.9669106006622314,predicted,V5,184.0,6.52,6.704,3260,3302,3352,
P,3392,3440,3440,0.9529203772544861,predicted,V5,96.0,6.784,6.88,3392,3440,3440,
QRS,3468,3502,3522,0.9370145201683044,predicted,V5,108.0,6.936,7.044,3468,3502,3522,False
T,3558,3602,3650,0.965208113193512,predicted,V5,184.0,7.116,7.3,3558,3602,3650,
P,3698,3740,3740,0.9416185021400452,predicted,V5,84.0,7.396,7.48,3698,3740,3740,
QRS,3770,3802,3820,0.9581518173217773,predicted,V5,100.0,7.54,7.64,3770,3802,3820,False
T,3860,3902,3948,0.968281626701355,predicted,V5,176.0,7.72,7.896,3860,3902,3948,
P,3988,4014,4036,0.928830087184906,predicted,V5,96.0,7.976,8.072,3988,4014,4036,
QRS,4068,4098,4118,0.9548662900924683,predicted,V5,100.0,8.136,8.236,4068,4098,4118,False
T,4156,4196,4248,0.9727267026901245,predicted,V5,184.0,8.312,8.496,4156,4196,4248,
P,4296,4340,4340,0.9135472774505615,predicted,V5,88.0,8.592,8.68,4296,4340,4340,
QRS,4368,4400,4422,0.9216548204421997,predicted,V5,108.0,8.736,8.844,4368,4400,4422,False
T,4456,4502,4548,0.9637662768363953,predicted,V5,184.0,8.912,9.096,4456,4502,4548,
P,4586,4636,4636,0.9602987766265869,predicted,V5,100.0,9.172,9.272,4586,4636,4636,
QRS,4666,4698,4722,0.9394137859344482,predicted,V5,112.0,9.332,9.444,4666,4698,4722,False
T,4758,4796,4846,0.9680671691894531,predicted,V5,176.0,9.516,9.692,4758,4796,4846,
P,4894,4936,4936,0.9466201663017273,predicted,V5,84.0,9.788,9.872,4894,4936,4936,
QRS,4966,4998,5020,0.9507933855056763,predicted,V5,108.0,9.932,10.04,4966,4998,5020,False
T,5056,5096,5146,0.9726119041442871,predicted,V5,180.0,10.112,10.292,5056,5096,5146,
P,5194,5240,5240,0.9429051280021667,predicted,V5,92.0,10.388,10.48,5194,5240,5240,
QRS,5272,5302,5320,0.9549051523208618,predicted,V5,96.0,10.544,10.64,5272,5302,5320,False
T,5360,5402,5450,0.9564409852027893,predicted,V5,180.0,10.72,10.9,5360,5402,5450,
P,5488,5518,5536,0.941926121711731,predicted,V5,96.0,10.976,11.072,5488,5518,5536,
QRS,5568,5600,5620,0.9437748193740845,predicted,V5,104.0,11.136,11.24,5568,5600,5620,False
T,5658,5698,5750,0.9662172198295593,predicted,V5,184.0,11.316,11.5,5658,5698,5750,
P,5800,5840,5840,0.9131786823272705,predicted,V5,80.0,11.6,11.68,5800,5840,5840,
QRS,5868,5900,5920,0.9555762410163879,predicted,V5,104.0,11.736,11.84,5868,5900,5920,False
T,5954,5996,6048,0.9595449566841125,predicted,V5,188.0,11.908,12.096,5954,5996,6048,
P,6084,6116,6136,0.9232134819030762,predicted,V5,104.0,12.168,12.272,6084,6116,6136,
QRS,6166,6196,6218,0.9463367462158203,predicted,V5,104.0,12.332,12.436,6166,6196,6218,False
T,6256,6292,6346,0.9726672768592834,predicted,V5,180.0,12.512,12.692,6256,6292,6346,
P,6386,6434,6434,0.9501247406005859,predicted,V5,96.0,12.772,12.868,6386,6434,6434,
QRS,6464,6496,6518,0.9538950324058533,predicted,V5,108.0,12.928,13.036,6464,6496,6518,False
T,6556,6592,6644,0.9721141457557678,predicted,V5,176.0,13.112,13.288,6556,6592,6644,
P,6692,6736,6736,0.9569740891456604,predicted,V5,88.0,13.384,13.472,6692,6736,6736,
QRS,6766,6798,6820,0.9535028338432312,predicted,V5,108.0,13.532,13.64,6766,6798,6820,False
T,6856,6900,6946,0.9641022682189941,predicted,V5,180.0,13.712,13.892,6856,6900,6946,
P,6992,7020,7038,0.950325071811676,predicted,V5,92.0,13.984,14.076,6992,7020,7038,
QRS,7070,7100,7140,0.9034411311149597,predicted,V5,140.0,14.14,14.28,7070,7100,7140,True
T,7164,7202,7262,0.9156292676925659,predicted,V5,196.0,14.328,14.524,7164,7202,7262,
P,7280,7312,7348,0.8695935010910034,predicted,V5,136.0,14.56,14.696,7280,7312,7348,
QRS,7366,7398,7430,0.7844861149787903,predicted,V5,128.0,14.732,14.86,7366,7398,7430,True
T,7454,7454,7480,0.496919184923172,predicted,V5,52.0,14.908,14.96,7454,7454,7480,
T,0,36,84,0.9156334400177002,predicted,V6,168.0,0.0,0.168,0,36,84,
P,134,178,178,0.9270920157432556,predicted,V6,88.0,0.268,0.356,134,178,178,
QRS,204,236,256,0.927842378616333,predicted,V6,104.0,0.408,0.512,204,236,256,False
T,292,336,384,0.9517000317573547,predicted,V6,184.0,0.584,0.768,292,336,384,
P,418,450,480,0.9261171817779541,predicted,V6,124.0,0.836,0.96,418,450,480,
QRS,500,532,562,0.9195170402526855,predicted,V6,124.0,1.0,1.124,500,532,562,True
T,594,680,680,0.9602874517440796,predicted,V6,172.0,1.188,1.36,594,680,680,
P,730,730,774,0.9174147844314575,predicted,V6,88.0,1.46,1.548,730,730,774,
QRS,800,832,858,0.929489254951477,predicted,V6,116.0,1.6,1.716,800,832,858,False
T,890,934,976,0.9688018560409546,predicted,V6,172.0,1.78,1.952,890,934,976,
P,1018,1044,1070,0.931987464427948,predicted,V6,104.0,2.036,2.14,1018,1044,1070,
QRS,1100,1128,1150,0.936292290687561,predicted,V6,100.0,2.2,2.3,1100,1128,1150,False
T,1182,1222,1276,0.9791709780693054,predicted,V6,188.0,2.364,2.552,1182,1222,1276,
P,1332,1370,1374,0.8712975978851318,predicted,V6,84.0,2.664,2.748,1332,1370,1374,
QRS,1394,1424,1446,0.91847163438797,predicted,V6,104.0,2.788,2.892,1394,1424,1446,False
T,1482,1524,1564,0.975257396697998,predicted,V6,164.0,2.964,3.128,1482,1524,1564,
P,1610,1644,1656,0.9474782943725586,predicted,V6,92.0,3.22,3.312,1610,1644,1656,
QRS,1692,1720,1742,0.9411307573318481,predicted,V6,100.0,3.384,3.484,1692,1720,1742,False
